,expected,predicted
14452,[0.56],[0.3490867]
14453,[0.55],[0.4861557]
14454,[0.11],[0.01492997]
14455,[0.25],[0.07357071]
14456,[0.28],[0.31365067]
14457,[0.17],[0.2250481]
14458,[0.58],[0.27056983]
14459,[0.],[0.01822782]
14460,[0.66],[0.5321988]
14461,[0.35],[0.31756625]
14462,[0.19],[0.06598441]
14463,[0.],[0.02575344]
14464,[0.68],[0.5211637]
14465,[0.],[0.17945729]
14466,[0.5],[0.40738124]
14467,[0.32],[0.3097909]
14468,[0.51],[0.43166935]
14469,[0.],[0.19254033]
14470,[0.12],[0.19794545]
14471,[0.02],[0.1486423]
14472,[0.13],[0.43248448]
14473,[0.],[0.01431437]
14474,[0.],[0.06631504]
14475,[0.],[0.04505833]
14476,[0.09],[0.18366441]
14477,[0.17],[0.13866347]
14478,[0.53],[0.34038275]
14479,[0.33],[0.38072214]
14480,[0.55],[0.36006084]
14481,[0.53],[0.3603285]
14482,[0.38],[0.3212135]
14483,[0.27],[0.3230266]
14484,[0.51],[0.38369903]
14485,[0.09],[0.32714364]
14486,[0.3],[0.47525328]
14487,[0.],[0.26867694]
14488,[0.59],[0.14475036]
14489,[0.22],[0.37500635]
14490,[0.],[0.04990723]
14491,[0.63],[0.47665232]
14492,[0.01],[0.12216388]
14493,[0.36],[0.33992267]
14494,[0.42],[0.26440814]
14495,[0.09],[0.21119362]
14496,[0.27],[0.18201083]
14497,[0.],[0.27849814]
14498,[0.61],[0.30641696]
14499,[0.58],[0.3626724]
14500,[0.29],[0.32051086]
14501,[0.],[0.21264455]
14502,[0.6],[0.21660662]
14503,[0.33],[0.29836473]
14504,[0.],[0.12977794]
14505,[0.38],[0.37543494]
14506,[0.75],[0.1106851]
14507,[0.11],[0.27909383]
14508,[0.5],[0.1650033]
14509,[0.],[0.17244126]
14510,[0.41],[0.38406146]
14511,[0.12],[0.21816021]
14512,[0.09],[0.08693726]
14513,[0.59],[0.4917555]
14514,[0.4],[0.2478101]
14515,[0.22],[0.2178939]
14516,[0.],[0.00957903]
14517,[0.],[0.20950723]
14518,[0.25],[0.2415692]
14519,[0.02],[0.1945388]
14520,[0.],[0.04178674]
14521,[0.],[0.11280218]
14522,[0.63],[0.17368357]
14523,[0.39],[0.23585537]
14524,[0.31],[0.34573096]
14525,[0.26],[0.3159304]
14526,[0.26],[0.28232366]
14527,[0.29],[0.34718522]
14528,[0.],[0.05940015]
14529,[0.],[0.00032648]
14530,[0.],[0.08253887]
14531,[0.44],[0.3573925]
14532,[0.],[0.0778193]
14533,[0.28],[0.22492108]
14534,[0.42],[0.4727054]
14535,[0.],[0.04221104]
14536,[0.06],[0.08635731]
14537,[0.65],[0.46004736]
14538,[0.01],[0.07518575]
14539,[0.46],[0.16990738]
14540,[0.04],[0.16030945]
14541,[0.38],[0.41407228]
14542,[0.28],[0.24858002]
14543,[0.59],[0.22359616]
14544,[0.46],[0.1675457]
14545,[0.47],[0.37437797]
14546,[0.24],[0.31166777]
14547,[0.37],[0.29001915]
14548,[0.19],[0.27975857]
14549,[0.36],[0.37225342]
14550,[0.],[0.08597811]
14551,[0.],[0.06655132]
14552,[0.11],[0.22569983]
14553,[0.21],[0.3109039]
14554,[0.52],[0.35418978]
14555,[0.61],[0.34952345]
14556,[0.08],[0.25962138]
14557,[0.65],[0.481683]
14558,[0.25],[0.04256115]
14559,[0.3],[0.4193605]
14560,[0.18],[0.2735904]
14561,[0.03],[0.12795663]
14562,[0.32],[0.26461124]
14563,[0.],[0.02315322]
14564,[0.43],[0.3620165]
14565,[0.44],[0.38568258]
14566,[0.61],[0.2450817]
14567,[0.29],[0.31823596]
14568,[0.51],[0.42733636]
14569,[0.28],[0.3220585]
14570,[0.],[0.22627313]
14571,[0.06],[0.03769259]
14572,[0.],[0.14592035]
14573,[0.],[0.07901784]
14574,[0.26],[0.25352427]
14575,[0.24],[0.3640424]
14576,[0.49],[0.32272917]
14577,[0.06],[0.17612268]
14578,[0.23],[0.251911]
14579,[0.],[0.00719954]
14580,[0.32],[0.19426462]
14581,[0.3],[0.33758882]
14582,[0.48],[0.43574378]
14583,[0.53],[0.3544456]
14584,[0.01],[0.03459042]
14585,[0.44],[0.41827998]
14586,[0.21],[0.34795955]
14587,[0.56],[0.37968776]
14588,[0.35],[0.39163458]
14589,[0.31],[0.23823038]
14590,[0.01],[0.2108061]
14591,[0.],[0.2305817]
14592,[0.35],[0.25545037]
14593,[0.67],[0.46131033]
14594,[0.42],[0.22761494]
14595,[0.09],[0.1946668]
14596,[0.27],[0.2618028]
14597,[0.27],[0.18741539]
14598,[0.64],[0.5050763]
14599,[0.12],[0.31010348]
14600,[0.14],[0.27934998]
14601,[0.44],[0.21848343]
14602,[0.47],[0.36175832]
14603,[0.],[0.03011679]
14604,[0.26],[0.3293165]
14605,[0.03],[0.0329102]
14606,[0.],[0.07764453]
14607,[0.2],[0.32592508]
14608,[0.3],[0.15889835]
14609,[0.5],[0.4122123]
14610,[0.],[0.0723286]
14611,[0.25],[0.19881196]
14612,[0.],[0.2682777]
14613,[0.28],[0.4659382]
14614,[0.],[0.00620782]
14615,[0.54],[0.2634772]
14616,[0.26],[0.35992908]
14617,[0.18],[0.15565509]
14618,[0.49],[0.44110456]
14619,[0.47],[0.28901258]
14620,[0.48],[0.21431862]
14621,[0.22],[0.3810971]
14622,[0.32],[0.40657076]
14623,[0.],[0.03154581]
14624,[0.49],[0.13138008]
14625,[0.65],[0.37696546]
14626,[0.15],[0.20902547]
14627,[0.38],[0.37411273]
14628,[0.79],[0.4739833]
14629,[0.3],[0.4080442]
14630,[0.],[0.03526077]
14631,[0.64],[0.4517059]
14632,[0.31],[0.31031844]
14633,[0.36],[0.06147965]
14634,[0.34],[0.22630215]
14635,[0.],[0.06397618]
14636,[0.34],[0.38408506]
14637,[0.1],[0.20671095]
14638,[0.42],[0.2242869]
14639,[0.21],[0.28458726]
14640,[0.27],[0.42130944]
14641,[0.06],[0.0684517]
14642,[0.07],[0.2024151]
14643,[0.05],[0.16815124]
14644,[0.56],[0.31703195]
14645,[0.],[0.43365395]
14646,[0.],[0.01397249]
14647,[0.26],[0.24520539]
14648,[0.21],[0.36832383]
14649,[0.13],[0.3119698]
14650,[0.23],[0.17971657]
14651,[0.5],[0.2990826]
14652,[0.],[0.18343939]
14653,[0.06],[0.49544024]
14654,[0.26],[0.23692039]
14655,[0.56],[0.3405683]
14656,[0.49],[0.19731325]
14657,[0.34],[0.35799927]
14658,[0.07],[0.23948587]
14659,[0.],[0.09198924]
14660,[0.31],[0.33405787]
14661,[0.44],[0.32878503]
14662,[0.],[0.04638155]
14663,[0.43],[0.2905505]
14664,[0.],[0.02938311]
14665,[0.36],[0.31545964]
14666,[0.3],[0.26364368]
14667,[0.],[0.01377938]
14668,[0.38],[0.36351433]
14669,[0.52],[0.33817652]
14670,[0.],[0.01604713]
14671,[0.04],[0.44565964]
14672,[0.48],[0.10862164]
14673,[0.06],[0.28310508]
14674,[0.01],[0.20198776]
14675,[0.02],[0.35385463]
14676,[0.44],[0.22249609]
14677,[0.37],[0.27495587]
14678,[0.09],[0.04987583]
14679,[0.],[0.20795262]
14680,[0.43],[0.33511612]
14681,[0.51],[0.3927438]
14682,[0.18],[0.21713494]
14683,[0.],[0.11416733]
14684,[0.],[0.04116576]
14685,[0.34],[0.44559938]
14686,[0.22],[0.32217696]
14687,[0.07],[0.10389002]
14688,[0.32],[0.10485701]
14689,[0.35],[0.3499886]
14690,[0.02],[0.25325787]
14691,[0.],[0.05633425]
14692,[0.69],[0.5370568]
14693,[0.33],[0.35471475]
14694,[0.46],[0.37663147]
14695,[0.],[0.01859577]
14696,[0.],[0.02941664]
14697,[0.38],[0.35538858]
14698,[0.],[0.01963237]
14699,[0.47],[0.32698014]
14700,[0.16],[0.12838927]
14701,[0.27],[0.07758855]
14702,[0.21],[0.30657747]
14703,[0.36],[0.14074802]
14704,[0.43],[0.30964342]
14705,[0.03],[0.1341759]
14706,[0.46],[0.41081628]
14707,[0.65],[0.50668406]
14708,[0.],[0.19235742]
14709,[0.54],[0.23083447]
14710,[0.55],[0.41489938]
14711,[0.12],[0.32904983]
14712,[0.67],[0.55170786]
14713,[0.],[0.04518021]
14714,[0.51],[0.37434167]
14715,[0.4],[0.3387877]
14716,[0.68],[0.5274509]
14717,[0.],[0.16562279]
14718,[0.],[0.17678782]
14719,[0.],[0.00016206]
14720,[0.31],[0.21668392]
14721,[0.18],[0.2871617]
14722,[0.],[0.02579567]
14723,[0.36],[0.42391822]
14724,[0.54],[0.3867041]
14725,[0.02],[0.02783188]
14726,[0.36],[0.27824858]
14727,[0.38],[0.07934511]
14728,[0.43],[0.19707146]
14729,[0.34],[0.37424394]
14730,[0.02],[0.22129007]
14731,[0.54],[0.43330267]
14732,[0.54],[0.42939383]
14733,[0.],[0.39834592]
14734,[0.35],[0.35978535]
14735,[0.],[0.2975465]
14736,[0.33],[0.24285442]
14737,[0.01],[0.12274531]
14738,[0.],[0.03229523]
14739,[0.],[0.08024515]
14740,[0.35],[0.34558102]
14741,[0.35],[0.18837652]
14742,[0.],[0.02361188]
14743,[0.],[0.3241607]
14744,[0.15],[0.2433878]
14745,[0.4],[0.26068944]
14746,[0.],[0.25902796]
14747,[0.62],[0.30472776]
14748,[0.47],[0.34669703]
14749,[0.46],[0.2752882]
14750,[0.],[0.03223965]
14751,[0.31],[0.30035135]
14752,[0.38],[0.26538488]
14753,[0.05],[0.21788464]
14754,[0.33],[0.270611]
14755,[0.61],[0.5079262]
14756,[0.71],[0.4101299]
14757,[0.71],[0.41897848]
14758,[0.],[0.14484826]
14759,[0.49],[0.33811018]
14760,[0.55],[0.20790708]
14761,[0.],[0.20538649]
14762,[0.24],[0.2811415]
14763,[0.29],[0.30760494]
14764,[0.],[0.03444242]
14765,[0.],[0.06441855]
14766,[0.48],[0.32193857]
14767,[0.2],[0.18275274]
14768,[0.13],[0.46924424]
14769,[0.05],[0.23888363]
14770,[0.25],[0.23682266]
14771,[0.01],[0.06556041]
14772,[0.27],[0.22469243]
14773,[0.32],[0.35943922]
14774,[0.],[0.0632051]
14775,[0.28],[0.300656]
14776,[0.48],[0.42871878]
14777,[0.69],[0.56871915]
14778,[0.66],[0.52657175]
14779,[0.34],[0.28594813]
14780,[0.2],[0.18726365]
14781,[0.41],[0.06547114]
14782,[0.5],[0.22693156]
14783,[0.],[0.07286754]
14784,[0.],[0.05842724]
14785,[0.37],[0.29853937]
14786,[0.],[0.02415046]
14787,[0.17],[0.22527865]
14788,[0.41],[0.16752732]
14789,[0.62],[0.45920286]
14790,[0.78],[0.52064973]
14791,[0.3],[0.26276684]
14792,[0.],[0.02832334]
14793,[0.],[0.11632893]
14794,[0.07],[0.20336191]
14795,[0.59],[0.34787714]
14796,[0.13],[0.21482512]
14797,[0.23],[0.34603897]
14798,[0.],[0.16382228]
14799,[0.51],[0.28828302]
14800,[0.31],[0.35473278]
14801,[0.],[0.2021051]
14802,[0.04],[0.09994041]
14803,[0.6],[0.18962745]
14804,[0.],[0.02665504]
14805,[0.34],[0.24960871]
14806,[0.],[0.12574187]
14807,[0.],[0.04021829]
14808,[0.37],[0.24327053]
14809,[0.46],[0.19571264]
14810,[0.06],[0.03868059]
14811,[0.],[0.3616636]
14812,[0.53],[0.35786358]
14813,[0.],[0.03855044]
14814,[0.],[0.01147956]
14815,[0.29],[0.2906471]
14816,[0.],[0.07350819]
14817,[0.37],[0.37538746]
14818,[0.39],[0.39329118]
14819,[0.16],[0.04792287]
14820,[0.41],[0.32094148]
14821,[0.31],[0.21998346]
14822,[0.51],[0.36654773]
14823,[0.],[0.18377818]
14824,[0.06],[0.21350804]
14825,[0.21],[0.24663016]
14826,[0.],[0.0440463]
14827,[0.37],[0.13190137]
14828,[0.41],[0.29578272]
14829,[0.39],[0.33305347]
14830,[0.29],[0.19098021]
14831,[0.36],[0.34518176]
14832,[0.52],[0.41781726]
14833,[0.59],[0.2147697]
14834,[0.55],[0.46755815]
14835,[0.17],[0.28646886]
14836,[0.57],[0.4040488]
14837,[0.],[0.11891828]
14838,[0.],[0.16352198]
14839,[0.],[0.02237571]
14840,[0.36],[0.29124317]
14841,[0.82],[0.5453334]
14842,[0.37],[0.39515355]
14843,[0.11],[0.2999024]
14844,[0.06],[0.24755947]
14845,[0.36],[0.22588822]
14846,[0.08],[0.27292967]
14847,[0.],[0.0940578]
14848,[0.2],[0.22421904]
14849,[0.28],[0.2705984]
14850,[0.63],[0.34025127]
14851,[0.53],[0.4400325]
14852,[0.25],[0.28402823]
14853,[0.24],[0.3456928]
14854,[0.02],[0.2068663]
14855,[0.],[0.26644117]
14856,[0.],[0.11161818]
14857,[0.],[0.00207356]
14858,[0.05],[0.43025696]
14859,[0.],[0.02125676]
14860,[0.01],[0.06481986]
14861,[0.6],[0.46846405]
14862,[0.62],[0.24306364]
14863,[0.32],[0.21461822]
14864,[0.54],[0.36753038]
14865,[0.],[0.13161288]
14866,[0.54],[0.3884129]
14867,[0.02],[0.4330478]
14868,[0.38],[0.48849317]
14869,[0.04],[0.1965783]
14870,[0.05],[0.05062117]
14871,[0.3],[0.34600776]
14872,[0.33],[0.32012343]
14873,[0.67],[0.32477707]
14874,[0.2],[0.33375046]
14875,[0.55],[0.39160067]
14876,[0.19],[0.4579892]
14877,[0.1],[0.22600687]
14878,[0.32],[0.3579622]
14879,[0.02],[0.14148611]
14880,[0.26],[0.28728276]
14881,[0.34],[0.40066674]
14882,[0.02],[0.3714125]
14883,[0.],[0.14544329]
14884,[0.],[0.01017307]
14885,[0.],[0.1669242]
14886,[0.02],[0.01565648]
14887,[0.4],[0.33736697]
14888,[0.34],[0.38330624]
14889,[0.],[0.06046563]
14890,[0.7],[0.496053]
14891,[0.39],[0.24176456]
14892,[0.44],[0.34823322]
14893,[0.],[0.02531692]
14894,[0.71],[0.49555147]
14895,[0.37],[0.26933628]
14896,[0.01],[0.43545738]
14897,[0.08],[0.2708444]
14898,[0.21],[0.13011372]
14899,[0.39],[0.37708312]
14900,[0.02],[0.01751106]
14901,[0.34],[0.10014116]
14902,[0.],[0.3627917]
14903,[0.34],[0.0419923]
14904,[0.],[0.00230198]
14905,[0.63],[0.3312205]
14906,[0.08],[0.28167734]
14907,[0.39],[0.5071488]
14908,[0.59],[0.50988233]
14909,[0.67],[0.40863463]
14910,[0.65],[0.44529557]
14911,[0.27],[0.15095182]
14912,[0.],[0.04183764]
14913,[0.33],[0.42773557]
14914,[0.],[0.33154786]
14915,[0.15],[0.20177709]
14916,[0.52],[0.2827862]
14917,[0.4],[0.38382983]
14918,[0.],[0.07797725]
14919,[0.],[0.01801657]
14920,[0.05],[0.14600031]
14921,[0.],[0.02103579]
14922,[0.],[0.01481852]
14923,[0.6],[0.4167612]
14924,[0.28],[0.40126896]
14925,[0.31],[0.34781533]
14926,[0.24],[0.24260378]
14927,[0.11],[0.07119044]
14928,[0.4],[0.33350006]
14929,[0.39],[0.16174224]
14930,[0.57],[0.24686894]
14931,[0.26],[0.1606997]
14932,[0.62],[0.46041736]
14933,[0.31],[0.29446283]
14934,[0.13],[0.17604554]
14935,[0.04],[0.03474828]
14936,[0.09],[0.11905281]
14937,[0.37],[0.43108657]
14938,[0.],[0.06435701]
14939,[0.36],[0.36865684]
14940,[0.37],[0.28233695]
14941,[0.45],[0.3737361]
14942,[0.53],[0.33901498]
14943,[0.05],[0.33996624]
14944,[0.36],[0.05839147]
14945,[0.],[0.03972524]
14946,[0.29],[0.14200535]
14947,[0.1],[0.09135023]
14948,[0.],[0.02341589]
14949,[0.1],[0.25218087]
14950,[0.46],[0.28296098]
14951,[0.42],[0.22776134]
14952,[0.38],[0.21565942]
14953,[0.23],[0.34654647]
14954,[0.01],[0.14521831]
14955,[0.52],[0.06825217]
14956,[0.21],[0.21579464]
14957,[0.32],[0.38880888]
14958,[0.],[0.10388786]
14959,[0.34],[0.04270607]
14960,[0.],[0.00989137]
14961,[0.],[0.3566369]
14962,[0.57],[0.41991797]
14963,[0.32],[0.33237642]
14964,[0.1],[0.20290865]
14965,[0.55],[0.26761657]
14966,[0.35],[0.33983272]
14967,[0.],[0.0183891]
14968,[0.55],[0.38766634]
14969,[0.2],[0.22658128]
14970,[0.24],[0.23616613]
14971,[0.],[0.06487328]
14972,[0.31],[0.37113068]
14973,[0.46],[0.3827362]
14974,[0.04],[0.28398946]
14975,[0.31],[0.37279242]
14976,[0.62],[0.45964265]
14977,[0.23],[0.2342007]
14978,[0.48],[0.39182717]
14979,[0.],[0.01552291]
14980,[0.64],[0.40894023]
14981,[0.69],[0.443044]
14982,[0.74],[0.528438]
14983,[0.52],[0.50898945]
14984,[0.23],[0.24023773]
14985,[0.53],[0.20483199]
14986,[0.],[0.17706795]
14987,[0.5],[0.29264796]
14988,[0.],[0.05091854]
14989,[0.25],[0.32579392]
14990,[0.42],[0.3686227]
14991,[0.53],[0.4679402]
14992,[0.49],[0.30466396]
14993,[0.41],[0.44223034]
14994,[0.],[0.48216662]
14995,[0.34],[0.23198642]
14996,[0.],[0.12026144]
14997,[0.27],[0.42205882]
14998,[0.39],[0.17390077]
14999,[0.39],[0.15736334]
15000,[0.22],[0.28466552]
15001,[0.32],[0.42409375]
15002,[0.49],[0.38527825]
15003,[0.24],[0.16396539]
15004,[0.43],[0.13523129]
15005,[0.16],[0.13604856]
15006,[0.51],[0.3452384]
15007,[0.66],[0.43961865]
15008,[0.67],[0.47323346]
15009,[0.36],[0.3498421]
15010,[0.],[0.05829244]
15011,[0.37],[0.42496368]
15012,[0.],[0.03273222]
15013,[0.01],[0.07377489]
15014,[0.33],[0.34173968]
15015,[0.12],[0.25614393]
15016,[0.56],[0.23601349]
15017,[0.],[0.20215632]
15018,[0.16],[0.20157692]
15019,[0.39],[0.40825444]
15020,[0.02],[0.04722435]
15021,[0.],[0.05077095]
15022,[0.64],[0.45638043]
15023,[0.63],[0.17001161]
15024,[0.4],[0.34792417]
15025,[0.47],[0.22024468]
15026,[0.],[0.09448345]
15027,[0.32],[0.3486716]
15028,[0.04],[0.22951725]
15029,[0.11],[0.17923453]
15030,[0.38],[0.35062724]
15031,[0.],[0.05780667]
15032,[0.18],[0.19312873]
15033,[0.],[0.20840496]
15034,[0.01],[0.22830112]
15035,[0.],[0.04192423]
15036,[0.34],[0.24492826]
15037,[0.43],[0.3615647]
15038,[0.68],[0.38522995]
15039,[0.07],[0.28933737]
15040,[0.],[0.17940657]
15041,[0.22],[0.40233138]
15042,[0.18],[0.12273899]
15043,[0.],[0.04375134]
15044,[0.06],[0.24894142]
15045,[0.34],[0.3944586]
15046,[0.],[0.31960982]
15047,[0.24],[0.2553165]
15048,[0.29],[0.3465086]
15049,[0.24],[0.31916353]
15050,[0.],[0.12280431]
15051,[0.],[0.26897624]
15052,[0.16],[0.19194677]
15053,[0.],[0.30999175]
15054,[0.08],[0.22220883]
15055,[0.41],[0.22668378]
15056,[0.],[0.09847208]
15057,[0.53],[0.5301579]
15058,[0.],[0.01136646]
15059,[0.62],[0.4732578]
15060,[0.29],[0.23362261]
15061,[0.67],[0.39799288]
15062,[0.],[0.374715]
15063,[0.17],[0.19479634]
15064,[0.],[0.12013928]
15065,[0.],[0.15941145]
15066,[0.54],[0.43294835]
15067,[0.57],[0.22953403]
15068,[0.25],[0.33126593]
15069,[0.],[0.02827194]
15070,[0.],[0.17396674]
15071,[0.37],[0.10971815]
15072,[0.],[0.00670578]
15073,[0.36],[0.3862764]
15074,[0.44],[0.36962837]
15075,[0.26],[0.23586027]
15076,[0.4],[0.42915756]
15077,[0.23],[0.3159848]
15078,[0.11],[0.19021118]
15079,[0.],[0.03107257]
15080,[0.03],[0.23149356]
15081,[0.],[0.0375536]
15082,[0.37],[0.35055384]
15083,[0.],[0.10419105]
15084,[0.],[0.2487801]
15085,[0.],[0.12300255]
15086,[0.61],[0.56087327]
15087,[0.],[0.11611563]
15088,[0.12],[0.15150225]
15089,[0.],[0.3432212]
15090,[0.09],[0.35055524]
15091,[0.04],[0.02743642]
15092,[0.],[0.04795137]
15093,[0.66],[0.45643455]
15094,[0.19],[0.07179287]
15095,[0.61],[0.36031914]
15096,[0.02],[0.41851884]
15097,[0.52],[0.52434695]
15098,[0.47],[0.28686255]
15099,[0.],[0.04373551]
15100,[0.68],[0.39157742]
15101,[0.47],[0.29190648]
15102,[0.46],[0.36420763]
15103,[0.67],[0.4894078]
15104,[0.],[0.03826044]
15105,[0.04],[0.2085087]
15106,[0.36],[0.41687068]
15107,[0.41],[0.18467876]
15108,[0.25],[0.26828527]
15109,[0.59],[0.49874184]
15110,[0.],[0.11155003]
15111,[0.68],[0.4137298]
15112,[0.41],[0.26892492]
15113,[0.45],[0.31749523]
15114,[0.],[0.0183435]
15115,[0.04],[0.0912716]
15116,[0.54],[0.44967994]
15117,[0.],[0.4855958]
15118,[0.],[0.07226267]
15119,[0.19],[0.06754225]
15120,[0.],[0.35226688]
15121,[0.],[0.07694262]
15122,[0.2],[0.3070752]
15123,[0.51],[0.3000578]
15124,[0.04],[0.1661146]
15125,[0.11],[0.12867314]
15126,[0.73],[0.3971738]
15127,[0.37],[0.30999902]
15128,[0.23],[0.2777337]
15129,[0.41],[0.3363121]
15130,[0.81],[0.44547275]
15131,[0.42],[0.44548035]
15132,[0.15],[0.07712035]
15133,[0.54],[0.36714494]
15134,[0.61],[0.36798647]
15135,[0.52],[0.4552241]
15136,[0.5],[0.1250225]
15137,[0.],[0.13816024]
15138,[0.29],[0.22779833]
15139,[0.6],[0.46062464]
15140,[0.16],[0.22240023]
15141,[0.47],[0.34839115]
15142,[0.],[0.48412785]
15143,[0.26],[0.33968598]
15144,[0.49],[0.30545235]
15145,[0.35],[0.3321086]
15146,[0.],[0.16673994]
15147,[0.41],[0.34205705]
15148,[0.],[0.12640333]
15149,[0.42],[0.36276972]
15150,[0.37],[0.29454955]
15151,[0.],[0.02785154]
15152,[0.37],[0.07996784]
15153,[0.],[0.01202999]
15154,[0.58],[0.27975148]
15155,[0.],[0.02462208]
15156,[0.27],[0.29657933]
15157,[0.],[0.26257002]
15158,[0.28],[0.20814966]
15159,[0.33],[0.2437536]
15160,[0.3],[0.13106701]
15161,[0.42],[0.21873033]
15162,[0.26],[0.10735847]
15163,[0.24],[0.25284714]
15164,[0.02],[0.3318257]
15165,[0.12],[0.22916417]
15166,[0.05],[0.05541588]
15167,[0.07],[0.07750601]
15168,[0.24],[0.35606524]
15169,[0.41],[0.35059875]
15170,[0.73],[0.34111568]
15171,[0.02],[0.29541743]
15172,[0.37],[0.4364948]
15173,[0.49],[0.26915884]
15174,[0.01],[0.4430993]
15175,[0.],[0.18501386]
15176,[0.58],[0.38233393]
15177,[0.43],[0.32429647]
15178,[0.41],[0.27052516]
15179,[0.68],[0.3963961]
15180,[0.23],[0.32823762]
15181,[0.35],[0.47280183]
15182,[0.],[0.02255508]
15183,[0.6],[0.24627066]
15184,[0.17],[0.22692223]
15185,[0.52],[0.2778285]
15186,[0.39],[0.42605767]
15187,[0.17],[0.0902753]
15188,[0.],[0.05257105]
15189,[0.18],[0.1846421]
15190,[0.],[0.18029928]
15191,[0.],[0.20910467]
15192,[0.59],[0.21825667]
15193,[0.01],[0.07424414]
15194,[0.],[0.21619849]
15195,[0.44],[0.36611494]
15196,[0.01],[0.21408868]
15197,[0.],[0.04647525]
15198,[0.04],[0.35588273]
15199,[0.29],[0.24732576]
15200,[0.],[0.04380307]
15201,[0.41],[0.29543436]
15202,[0.72],[0.43774685]
15203,[0.],[0.01597045]
15204,[0.],[0.1623932]
15205,[0.57],[0.31891176]
15206,[0.],[0.00639649]
15207,[0.46],[0.21000804]
15208,[0.32],[0.40166894]
15209,[0.38],[0.2940533]
15210,[0.41],[0.10466661]
15211,[0.13],[0.14892277]
15212,[0.03],[0.1480734]
15213,[0.1],[0.23023316]
15214,[0.46],[0.09834483]
15215,[0.],[0.02177359]
15216,[0.51],[0.3511921]
15217,[0.],[0.01851141]
15218,[0.],[0.02225488]
15219,[0.05],[0.29697636]
15220,[0.],[0.39855897]
15221,[0.35],[0.26267973]
15222,[0.42],[0.29647452]
15223,[0.],[0.1833468]
15224,[0.],[0.03817303]
15225,[0.3],[0.38109943]
15226,[0.],[0.21985397]
15227,[0.27],[0.15030205]
15228,[0.46],[0.2903302]
15229,[0.38],[0.178775]
15230,[0.],[0.32917985]
15231,[0.],[0.03437454]
15232,[0.],[0.03498314]
15233,[0.],[0.1780637]
15234,[0.],[0.08140606]
15235,[0.],[0.06865874]
15236,[0.42],[0.3004486]
15237,[0.],[0.03237296]
15238,[0.19],[0.23911901]
15239,[0.],[0.00677926]
15240,[0.09],[0.35197982]
15241,[0.12],[0.4273197]
15242,[0.34],[0.2602581]
15243,[0.7],[0.2714126]
15244,[0.3],[0.2182058]
15245,[0.],[0.35163504]
15246,[0.],[0.05436779]
15247,[0.59],[0.2617556]
15248,[0.57],[0.46101508]
15249,[0.],[0.07369564]
15250,[0.58],[0.41919684]
15251,[0.62],[0.24582182]
15252,[0.],[0.03489215]
15253,[0.28],[0.16042817]
15254,[0.48],[0.35865793]
15255,[0.36],[0.3185225]
15256,[0.],[0.09607566]
15257,[0.66],[0.3237022]
15258,[0.58],[0.42188781]
15259,[0.],[0.01271082]
15260,[0.23],[0.4041011]
15261,[0.26],[0.27933764]
15262,[0.6],[0.45987037]
15263,[0.],[0.26816136]
15264,[0.52],[0.35353255]
15265,[0.16],[0.41825768]
15266,[0.02],[0.2272284]
15267,[0.],[0.01672618]
15268,[0.56],[0.22475001]
15269,[0.49],[0.38968948]
15270,[0.],[0.21974593]
15271,[0.24],[0.32765123]
15272,[0.46],[0.33627263]
15273,[0.],[0.05386313]
15274,[0.44],[0.37407655]
15275,[0.46],[0.33372793]
15276,[0.],[0.10466785]
15277,[0.],[0.01309644]
15278,[0.49],[0.21234298]
15279,[0.36],[0.2878995]
15280,[0.36],[0.25530922]
15281,[0.19],[0.2311322]
15282,[0.11],[0.22847277]
15283,[0.54],[0.4841043]
15284,[0.24],[0.27866703]
15285,[0.62],[0.42598325]
15286,[0.39],[0.2378756]
15287,[0.52],[0.3933119]
15288,[0.47],[0.10427381]
15289,[0.33],[0.27462548]
15290,[0.09],[0.29024237]
15291,[0.],[0.05716754]
15292,[0.28],[0.37894127]
15293,[0.54],[0.23208462]
15294,[0.26],[0.36855757]
15295,[0.6],[0.2735993]
15296,[0.61],[0.3906592]
15297,[0.],[0.04164248]
15298,[0.28],[0.3524261]
15299,[0.3],[0.4179158]
15300,[0.31],[0.31976497]
15301,[0.14],[0.29507175]
15302,[0.06],[0.06327254]
15303,[0.58],[0.32756105]
15304,[0.],[0.02823045]
15305,[0.04],[0.18761635]
15306,[0.47],[0.30415612]
15307,[0.],[0.00359129]
15308,[0.],[0.27535486]
15309,[0.27],[0.32925937]
15310,[0.32],[0.28461424]
15311,[0.26],[0.39123064]
15312,[0.38],[0.26859117]
15313,[0.68],[0.40047503]
15314,[0.62],[0.1498501]
15315,[0.],[0.05799127]
15316,[0.42],[0.3412253]
15317,[0.45],[0.4509154]
15318,[0.73],[0.53533995]
15319,[0.47],[0.19038533]
15320,[0.],[0.0736609]
15321,[0.],[0.05644839]
15322,[0.35],[0.44861528]
15323,[0.03],[0.08469615]
15324,[0.72],[0.35616302]
15325,[0.54],[0.15869707]
15326,[0.],[0.0170555]
15327,[0.19],[0.02652221]
15328,[0.11],[0.16623212]
15329,[0.3],[0.2424545]
15330,[0.],[0.02793713]
15331,[0.15],[0.249154]
15332,[0.13],[0.10688651]
15333,[0.],[0.11774408]
15334,[0.09],[0.3142359]
15335,[0.05],[0.1202753]
15336,[0.3],[0.21875437]
15337,[0.17],[0.1832093]
15338,[0.],[0.12002327]
15339,[0.45],[0.47601837]
